sentence,polarity,subjectivity
The sandal-wearing Mohammedan has the great toe well separated from the others because the thong is commonly passed between,0.25,0.625
These little darts too could only be shot in one way,-0.09375,0.75
They are from a blow-pipe,0.0,0.0
Now then where are we to find our savage ” “ South American ” I hazarded,0.0,0.0
He stretched his hand up and took down a bulky volume from the shelf,-0.1027777777777778,0.14444444444444446
“ This is the first volume of a gazetteer which is now being published,0.25,0.3333333333333333
It may be looked upon as the very latest authority,0.65,1.0
What have we here,0.0,0.0
‘ Andaman Islands situated 340 miles to the north of Sumatra in the Bay of Bengal ’ Hum,0.0,0.0
hum,0.0,0.0
What ’ s all this,0.0,0.0
Moist climate coral reefs sharks Port Blair convict-barracks Rutland Island cottonwoods—Ah here we are,0.0,0.0
‘ The aborigines of the Andaman Islands may perhaps claim the distinction of being the smallest race upon this earth though some anthropologists prefer the Bushmen of Africa the Digger Indians of America and the Terra del Fuegians,0.0,0.0
The average height is rather below four feet although many full-grown adults may be found who are very much smaller than this,0.11666666666666665,0.4666666666666666
They are a fierce morose and intractable people though capable of forming most devoted friendships when their confidence has once been gained ’ Mark that Watson,0.35,0.45
Now then listen to this,0.0,0.0
‘ They are naturally hideous having large misshapen heads small fierce eyes and distorted features,0.021428571428571425,0.40952380952380957
Their feet and hands however are remarkably small,-0.25,0.4
So intractable and fierce are they that all the efforts of the British official have failed to win them over in any degree,0.10000000000000002,0.2333333333333333
They have always been a terror to shipwrecked crews braining the survivors with their stone-headed clubs or shooting them with their poisoned arrows,0.0,0.0
These massacres are invariably concluded by a cannibal feast ’ Nice amiable people Watson,0.75,1.0
If this fellow had been left to his own unaided devices this affair might have taken an even more ghastly turn,0.3666666666666667,0.5
I fancy that even as it is Jonathan Small would give a good deal not to have employed him ” “ But how came he to have so singular a companion ” “ Ah that is more than I can tell,0.31666666666666665,0.5
Since however we had already determined that Small had come from the Andamans it is not so very wonderful that this islander should be with him,0.375,0.7
No doubt we shall know all about it in time,0.0,0.0
Look here Watson you look regularly done,0.0,0.07692307692307693
Lie down there on the sofa and see if I can put you to sleep ” He took up his violin from the corner and as I stretched myself out he began to play some low dreamy melodious air —his own no doubt for he had a remarkable gift for improvisation,0.22888888888888886,0.4677777777777778
I have a vague remembrance of his gaunt limbs his earnest face and the rise and fall of his bow,-0.5,0.5
Then I seemed to be floated peacefully away upon a soft sea of sound until I found myself in dreamland with the sweet face of Mary Morstan looking down upon me,0.1888888888888889,0.4377777777777777
Chapter IX A Break in the Chain It was late in the afternoon before I woke strengthened and refreshed,-0.3,0.6
Sherlock Holmes still sat exactly as I had left him save that he had laid aside his violin and was deep in a book,0.08333333333333333,0.21666666666666667
He looked across at me as I stirred and I noticed that his face was dark and troubled,-0.325,0.7
“ You have slept soundly ” he said,0.4,0.4
“ I feared that our talk would wake you ” “ I heard nothing ” I answered,0.0,0.0
“ Have you had fresh news then ” “ Unfortunately no,0.275,0.75
I confess that I am surprised and disappointed,-0.325,0.825
I expected something definite by this time,-0.05,0.45
Wiggins has just been up to report,0.0,0.0
He says that no trace can be found of the launch,0.0,0.0
It is a provoking check for every hour is of importance ” “ Can I do anything,0.0,0.0
I am perfectly fresh now and quite ready for another night ’ s outing ” “ No we can do nothing,0.25,0.5
We can only wait,0.0,1.0
If we go ourselves the message might come in our absence and delay be caused,-0.0125,0.0
You can do what you will but I must remain on guard ” “ Then I shall run over to Camberwell and call upon Mrs Cecil Forrester,0.0,0.0
She asked me to yesterday ” “ On Mrs Cecil Forrester ” asked Holmes with the twinkle of a smile in his eyes,0.3,0.1
“ Well of course Miss Morstan too,0.0,0.0
They were anxious to hear what happened ” “ I would not tell them too much ” said Holmes,-0.024999999999999994,0.6
“ Women are never to be entirely trusted —not the best of them ” I did not pause to argue over this atrocious sentiment,0.10000000000000002,0.6416666666666667
“ I shall be back in an hour or two ” I remarked,0.0,0.0
“ All right,0.3571428571428571,0.5357142857142857
Good luck,0.875,0.6000000000000001
But I say if you are crossing the river you may as well return Toby for I don ’ t think it is at all likely that we shall have any use for him now ” I took our mongrel accordingly and left him together with a half-sovereign at the old naturalist ’ s in Pinchin Lane,0.03333333333333333,0.39999999999999997
At Camberwell I found Miss Morstan a little weary after her night ’ s adventures but very eager to hear the news,0.0062500000000000056,0.4
Mrs Forrester too was full of curiosity,0.35,0.55
I told them all that we had done suppressing however the more dreadful parts of the tragedy,-0.25,0.75
Thus although I spoke of Mr Sholto ’ s death I said nothing of the exact manner and method of it,0.25,0.25
With all my omissions however there was enough to startle and amaze them,0.0,0.5
“ It is a romance ” cried Mrs Forrester,0.0,0.0
“ An injured lady half a million in treasure a black cannibal and a wooden-legged ruffian,-0.16666666666666666,0.3
They take the place of the conventional dragon or wicked earl ” “ And two knight-errants to the rescue ” added Miss Morstan with a bright glance at me,0.2785714285714286,0.5785714285714285
“ Why Mary your fortune depends upon the issue of this search,0.0,0.0
I don ’ t think that you are nearly excited enough,0.1875,0.625
Just imagine what it must be to be so rich and to have the world at your feet ” It sent a little thrill of joy to my heart to notice that she showed no sign of elation at the prospect,0.36041666666666666,0.48333333333333334
On the contrary she gave a toss of her proud head as though the matter were one in which she took small interest,0.275,0.7
“ It is for Mr Thaddeus Sholto that I am anxious ” she said,-0.25,1.0
“ Nothing else is of any consequence but I think that he has behaved most kindly and honourably throughout,0.55,0.7
It is our duty to clear him of this dreadful and unfounded charge ” It was evening before I left Camberwell and quite dark by the time I reached home,-0.2625,0.4458333333333333
My companion ’ s book and pipe lay by his chair but he had disappeared,0.0,0.0
I looked about in the hope of seeing a note but there was none,0.0,0.0
“ I suppose that Mr Sherlock Holmes has gone out ” I said to Mrs Hudson as she came up to lower the blinds,0.0,0.0
“ No sir,0.0,0.0
He has gone to his room sir,0.0,0.0
Do you know sir ” sinking her voice into an impressive whisper “ I am afraid for his health ” “ Why so Mrs Hudson ” “ Well he ’ s that strange sir,0.11666666666666668,0.6833333333333332
After you was gone he walked and he walked up and down and up and down until I was weary of the sound of his footstep,0.029629629629629617,0.32592592592592595
Then I heard him talking to himself and muttering and every time the bell rang out he came on the stairhead with ‘ What is that Mrs Hudson ’ And now he has slammed off to his room but I can hear him walking away the same as ever,0.0,0.125
I hope he ’ s not going to be ill sir,-0.5,1.0
I ventured to say something to him about cooling medicine but he turned on me sir with such a look that I don ’ t know how ever I got out of the room ” “ I don ’ t think that you have any cause to be uneasy Mrs Hudson ” I answered,0.0,0.5
“ I have seen him like this before,0.0,0.0
He has some small matter upon his mind which makes him restless ” I tried to speak lightly to our worthy landlady but I was myself somewhat uneasy when through the long night I still from time to time heard the dull sound of his tread and knew how his keen spirit was chafing against this involuntary inaction,0.09027777777777779,0.5666666666666667
At breakfast-time he looked worn and haggard with a little fleck of feverish colour upon either cheek,-0.14375,0.45
“ You are knocking yourself up old man ” I remarked,0.1,0.2
“ I heard you marching about in the night ” “ No I could not sleep ” he answered,0.0,0.0
“ This infernal problem is consuming me,0.0,0.0
It is too much to be balked by so petty an obstacle when all else had been overcome,0.2,0.2
I know the men the launch everything and yet I can get no news,0.0,0.0
I have set other agencies at work and used every means at my disposal,-0.125,0.375
The whole river has been searched on either side but there is no news nor has Mrs Smith heard of her husband,0.2,0.4
I shall come to the conclusion soon that they have scuttled the craft,0.0,0.0
But there are objections to that ” “ Or that Mrs Smith has put us on a wrong scent ” “ No I think that may be dismissed,-0.5,0.9
I had inquiries made and there is a launch of that description ” “ Could it have gone up the river ” “ I have considered that possibility too and there is a search-party who will work up as far as Richmond,0.1,1.0
If no news comes to-day I shall start off myself to-morrow and go for the men rather than the boat,0.0,0.0
But surely surely we shall hear something ” We did not however,0.5,0.8888888888888888
Not a word came to us either from Wiggins or from the other agencies,-0.125,0.375
There were articles in most of the papers upon the Norwood tragedy,0.5,0.5
They all appeared to be rather hostile to the unfortunate Thaddeus Sholto,-0.5,1.0
No fresh details were to be found however in any of them save that an inquest was to be held upon the following day,-0.075,0.3
I walked over to Camberwell in the evening to report our ill success to the ladies and on my return I found Holmes dejected and somewhat morose,-0.1,0.5
He would hardly reply to my questions and busied himself all evening in an abstruse chemical analysis which involved much heating of retorts and distilling of vapours ending at last in a smell which fairly drove me out of the apartment,0.15208333333333332,0.42708333333333337
Up to the small hours of the morning I could hear the clinking of his test-tubes which told me that he was still engaged in his malodorous experiment,-0.25,0.4
In the early dawn I woke with a start and was surprised to find him standing by my bedside clad in a rude sailor dress with a pea-jacket and a coarse red scarf round his neck,-0.049999999999999996,0.44999999999999996
“ I am off down the river Watson ” said he,-0.15555555555555559,0.2888888888888889
“ I have been turning it over in my mind and I can see only one way out of it,0.0,1.0
It is worth trying at all events ” “ Surely I can come with you then ” said I,0.4,0.4944444444444444
“ No you can be much more useful if you will remain here as my representative,0.4,0.25
I am loath to go for it is quite on the cards that some message may come during the day though Wiggins was despondent about it last night,0.0,0.06666666666666667
I want you to open all notes and telegrams and to act on your own judgment if any news should come,0.3,0.75
Can I rely upon you ” “ Most certainly ” “ I am afraid that you will not be able to wire to me for I can hardly tell yet where I may find myself,0.027083333333333334,0.6416666666666666
If I am in luck however I may not be gone so very long,-0.065,0.52
I shall have news of some sort or other before I get back ” I had heard nothing of him by breakfast-time,-0.0625,0.1875
On opening the Standard however I found that there was a fresh allusion to the business,0.15,0.25
“ With reference to the Upper Norwood tragedy ” it remarked “ we have reason to believe that the matter promises to be even more complex and mysterious than was originally supposed,0.11499999999999999,0.53
Fresh evidence has shown that it is quite impossible that Mr Thaddeus Sholto could have been in any way concerned in the matter,-0.18333333333333332,0.75
He and the housekeeper Mrs Bernstone were both released yesterday evening,0.0,0.0
It is believed however that the police have a clue as to the real culprits and that it is being prosecuted by Mr Athelney Jones of Scotland Yard with all his well-known energy and sagacity,0.2,0.30000000000000004
Further arrests may be expected at any moment ” “ That is satisfactory so far as it goes ” thought I,0.0,0.6333333333333333
“ Friend Sholto is safe at any rate,0.5,0.5
I wonder what the fresh clue may be though it seems to be a stereotyped form whenever the police have made a blunder ” I tossed the paper down upon the table but at that moment my eye caught an advertisement in the agony column,0.0148148148148148,0.562962962962963
It ran in this way “ Lost.—Whereas Mordecai Smith boatman and his son Jim left Smith ’ s Wharf at or about three o ’ clock last Tuesday morning in the steam launch Aurora black with two red stripes funnel black with a white band the sum of five pounds will be paid to any one who can give information to Mrs Smith at Smith ’ s Wharf or at 221_b Baker Street as to the whereabouts of the said Mordecai Smith and the launch Aurora ” This was clearly Holmes ’ s doing,-0.033333333333333326,0.1880952380952381
The Baker Street address was enough to prove that,0.0,0.5
It struck me as rather ingenious because it might be read by the fugitives without their seeing in it more than the natural anxiety of a wife for her missing husband,0.22500000000000003,0.4875
It was a long day,-0.05,0.4
Every time that a knock came to the door or a sharp step passed in the street I imagined that it was either Holmes returning or an answer to his advertisement,-0.125,0.75
I tried to read but my thoughts would wander off to our strange quest and to the ill-assorted and villainous pair whom we were pursuing,-0.05,0.15
Could there be I wondered some radical flaw in my companion ’ s reasoning,0.0,0.0
Might he be suffering from some huge self-deception,0.4000000000000001,0.9
Was it not possible that his nimble and speculative mind had built up this wild theory upon faulty premises,0.05,0.7
I had never known him to be wrong and yet the keenest reasoner may occasionally be deceived,-0.25,0.5125
He was likely I thought to fall into error through the over-refinement of his logic —his preference for a subtle and bizarre explanation when a plainer and more commonplace one lay ready to his hand,0.15333333333333332,0.62
Yet on the other hand I had myself seen the evidence and I had heard the reasons for his deductions,-0.125,0.375
When I looked back on the long chain of curious circumstances many of them trivial in themselves but all tending in the same direction I could not disguise from myself that even if Holmes ’ s explanation were incorrect the true theory must be equally outré and startling,0.024999999999999994,0.428125
At three o ’ clock in the afternoon there was a loud peal at the bell an authoritative voice in the hall and to my surprise no less a person than Mr Athelney Jones was shown up to me,0.16111111111111112,0.5888888888888889
Very different was he however from the brusque and masterful professor of common sense who had taken over the case so confidently at Upper Norwood,0.175,0.5700000000000001
His expression was downcast and his bearing meek and even apologetic,0.0,0.0
“ Good-day sir good-day ” said he,0.0,0.0
“ Mr,0.0,0.0
Sherlock Holmes is out I understand ” “ Yes and I can not be sure when he will be back,0.25,0.4444444444444444
But perhaps you would care to wait,0.0,0.0
Take that chair and try one of these cigars ” “ Thank you I don ’ t mind if I do ” said he mopping his face with a red bandanna handkerchief,0.0,0.0
“ And a whiskey-and-soda ” “ Well half a glass,-0.16666666666666666,0.16666666666666666
It is very hot for the time of year and I have had a good deal to worry and try me,0.5125,0.8
You know my theory about this Norwood case ” “ I remember that you expressed one ” “ Well I have been obliged to reconsider it,0.0,0.0
I had my net drawn tightly round Mr Sholto sir when pop he went through a hole in the middle of it,-0.06666666666666667,0.13333333333333333
He was able to prove an alibi which could not be shaken,0.5,0.625
From the time that he left his brother ’ s room he was never out of sight of some one or other,-0.0625,0.1875
So it could not be he who climbed over roofs and through trap-doors,0.0,0.0
It ’ s a very dark case and my professional credit is at stake,-0.0475,0.31
I should be very glad of a little assistance ” “ We all need help sometimes ” said I,0.23125,0.75
“ Your friend Mr Sherlock Holmes is a wonderful man sir ” said he in a husky and confidential voice,1.0,1.0
“ He ’ s a man who is not to be beat,0.0,0.0
I have known that young man go into a good many cases but I never saw the case yet that he could not throw a light upon,0.42499999999999993,0.55
He is irregular in his methods and a little quick perhaps in jumping at theories but on the whole I think he would have made a most promising officer and I don ’ t care who knows it,0.20916666666666667,0.48
I have had a wire from him this morning by which I understand that he has got some clue to this Sholto business,0.0,0.0
Here is the message ” He took the telegram out of his pocket and handed it to me,0.0,0.0
It was dated from Poplar at twelve o ’ clock,0.0,0.0
“ Go to Baker Street at once ” it said,0.0,0.0
“ If I have not returned wait for me,0.0,0.0
I am close on the track of the Sholto gang,0.0,0.0
You can come with us to-night if you want to be in at the finish ” “ This sounds well,0.0,0.0
He has evidently picked up the scent again ” said I,0.25,0.25
“ Ah then he has been at fault too ” exclaimed Jones with evident satisfaction,0.25,0.25
“ Even the best of us are thrown off sometimes,1.0,0.3
Of course this may prove to be a false alarm but it is my duty as an officer of the law to allow no chance to slip,-0.4000000000000001,0.6
But there is some one at the door,0.0,0.0
Perhaps this is he ” A heavy step was heard ascending the stair with a great wheezing and rattling as from a man who was sorely put to it for breath,0.30000000000000004,0.625
Once or twice he stopped as though the climb were too much for him but at last he made his way to our door and entered,0.1,0.13333333333333333
His appearance corresponded to the sounds which we had heard,0.0,0.0
He was an aged man clad in seafaring garb with an old pea-jacket buttoned up to his throat,0.0,0.30000000000000004
His back was bowed his knees were shaky and his breathing was painfully asthmatic,-0.3444444444444444,0.4666666666666666
As he leaned upon a thick oaken cudgel his shoulders heaved in the effort to draw the air into his lungs,-0.30000000000000004,0.475
He had a coloured scarf round his chin and I could see little of his face save a pair of keen dark eyes overhung by bushy white brows and long grey side-whiskers,-0.10625000000000001,0.30000000000000004
Altogether he gave me the impression of a respectable master mariner who had fallen into years and poverty,0.5,0.5
“ What is it my man ” I asked,0.0,0.0
He looked about him in the slow methodical fashion of old age,-0.10000000000000002,0.3
“ Is Mr Sherlock Holmes here ” said he,0.0,0.0
“ No but I am acting for him,0.0,0.0
You can tell me any message you have for him ” “ It was to him himself I was to tell it ” said he,0.0,0.0
“ But I tell you that I am acting for him,0.0,0.0
Was it about Mordecai Smith ’ s boat ” “ Yes,0.0,0.0
I knows well where it is,0.0,0.0
An ’ I knows where the men he is after are,0.0,0.0
An ’ I knows where the treasure is,0.0,0.0
I knows all about it ” “ Then tell me and I shall let him know ” “ It was to him I was to tell it ” he repeated with the petulant obstinacy of a very old man,0.13,0.26
“ Well you must wait for him ” “ No no I ain ’ t goin ’ to lose a whole day to please no one,0.2,0.4
If Mr Holmes ain ’ t here then Mr Holmes must find it all out for himself,0.0,0.0
I don ’ t care about the look of either of you and I won ’ t tell a word ” He shuffled towards the door but Athelney Jones got in front of him,0.0,0.0
“ Wait a bit my friend ” said he,0.0,0.0
“ You have important information and you must not walk off,0.4,1.0
We shall keep you whether you like or not until our friend returns ” The old man made a little run towards the door but as Athelney Jones put his broad back up against it he recognised the uselessness of resistance,-0.006249999999999999,0.253125
“ Pretty sort o ’ treatment this ” he cried stamping his stick,0.3125,1.0
“ I come here to see a gentleman and you two who I never saw in my life seize me and treat me in this fashion ” “ You will be none the worse ” I said,-0.4,0.6
“ We shall recompense you for the loss of your time,0.0,0.0
Sit over here on the sofa and you will not have long to wait ” He came across sullenly enough and seated himself with his face resting on his hands,-0.025,0.45
Jones and I resumed our cigars and our talk,0.0,0.0
Suddenly however Holmes ’ s voice broke in upon us,0.0,0.5
“ I think that you might offer me a cigar too ” he said,0.0,0.0
We both started in our chairs,0.0,0.0
There was Holmes sitting close to us with an air of quiet amusement,0.0,0.3333333333333333
“ Holmes ” I exclaimed,0.0,0.0
“ You here,0.0,0.0
But where is the old man ” “ Here is the old man ” said he holding out a heap of white hair,0.06666666666666667,0.13333333333333333
“ Here he is —wig whiskers eyebrows and all,0.0,0.0
I thought my disguise was pretty good but I hardly expected that it would stand that test ” “ Ah You rogue ” cried Jones highly delighted,0.38125,0.675
“ You would have made an actor and a rare one,0.3,0.9
You had the proper workhouse cough and those weak legs of yours are worth ten pounds a week,-0.018750000000000003,0.20625
I thought I knew the glint of your eye though,0.0,0.0
You didn ’ t get away from us so easily You see ” “ I have been working in that get-up all day ” said he lighting his cigar,0.43333333333333335,0.8333333333333334
“ You see a good many of the criminal classes begin to know me —especially since our friend here took to publishing some of my cases so I can only go on the war-path under some simple disguise like this,0.15999999999999998,0.6014285714285715
You got my wire ” “ Yes that was what brought me here ” “ How has your case prospered ” “ It has all come to nothing,0.0,0.0
I have had to release two of my prisoners and there is no evidence against the other two ” “ Never mind,-0.125,0.375
We shall give you two others in the place of them,0.0,0.0
But you must put yourself under my orders,0.0,0.0
You are welcome to all the official credit but you must act on the line that I point out,0.8,0.9
Is that agreed ” “ Entirely if you will help me to the men ” “ Well then in the first place I shall want a fast police-boat—a steam launch—to be at the Westminster Stairs at seven o ’ clock ” “ That is easily managed,0.22083333333333333,0.5979166666666667
There is always one about there but I can step across the road and telephone to make sure ” “ Then I shall want two stanch men in case of resistance ” “ There will be two or three in the boat,0.5,0.8888888888888888
What else ” “ When we secure the men we shall get the treasure,0.4,0.6
I think that it would be a pleasure to my friend here to take the box round to the young lady to whom half of it rightfully belongs,-0.08888888888888889,0.32222222222222224
Let her be the first to open it.—Eh Watson ” “ It would be a great pleasure to me ” “ Rather an irregular proceeding ” said Jones shaking his head,0.35000000000000003,0.5277777777777778
“ However the whole thing is irregular and I suppose we must wink at it,0.2,0.4
The treasure must afterwards be handed over to the authorities until after the official investigation ” “ Certainly,0.21428571428571427,0.5714285714285714
That is easily managed,0.43333333333333335,0.8333333333333334
One other point,-0.125,0.375
I should much like to have a few details about this matter from the lips of Jonathan Small himself,-0.08333333333333333,0.23333333333333336
You know I like to work the detail of my cases out,0.0,0.0
There is no objection to my having an unofficial interview with him either here in my rooms or elsewhere as long as he is efficiently guarded ” “ Well you are master of the situation,0.17500000000000002,0.5
I have had no proof yet of the existence of this Jonathan Small,-0.25,0.4
However if you can catch him I don ’ t see how I can refuse you an interview with him ” “ That is understood then ” “ Perfectly,1.0,1.0
Is there anything else ” “ Only that I insist upon your dining with us,0.0,1.0
It will be ready in half an hour,0.016666666666666677,0.3333333333333333
I have oysters and a brace of grouse with something a little choice in white wines.—Watson you have never yet recognised my merits as a housekeeper ” Chapter X The End of the Islander Our meal was a merry one,-0.09375,0.25
Holmes could talk exceedingly well when he chose and that night he did choose,0.0,0.0
He appeared to be in a state of nervous exaltation,0.0,0.0
I have never known him so brilliant,0.9,1.0
He spoke on a quick succession of subjects —on miracle-plays on mediæval pottery on Stradivarius violins on the Buddhism of Ceylon and on the war-ships of the future —handling each as though he had made a special study of it,0.34523809523809523,0.5357142857142857
His bright humour marked the reaction from his black depression of the preceding days,0.21111111111111114,0.611111111111111
Athelney Jones proved to be a sociable soul in his hours of relaxation and faced his dinner with the air of a bon vivant,0.0,0.0
For myself I felt elated at the thought that we were nearing the end of our task and I caught something of Holmes ’ s gaiety,0.0,0.0
None of us alluded during dinner to the cause which had brought us together,0.0,0.0
When the cloth was cleared Holmes glanced at his watch and filled up three glasses with port,0.4,0.9
“ One bumper ” said he “ to the success of our little expedition,0.056249999999999994,0.25
And now it is high time we were off,0.16,0.5399999999999999
Have you a pistol Watson ” “ I have my old service-revolver in my desk ” “ You had best take it then,0.55,0.25
It is well to be prepared,0.0,0.0
I see that the cab is at the door,0.0,0.0
I ordered it for half-past six ” It was a little past seven before we reached the Westminster wharf and found our launch awaiting us,-0.21875,0.375
Holmes eyed it critically,0.0,0.8
“ Is there anything to mark it as a police-boat ” “ Yes —that green lamp at the side ” “ Then take it off ” The small change was made we stepped on board and the ropes were cast off,-0.225,0.35
Jones Holmes and I sat in the stern,0.0,0.0
There was one man at the rudder one to tend the engines and two burly police-inspectors forward,0.0,0.0
“ Where to ” asked Jones,0.0,0.0
“ To the Tower,0.0,0.0
Tell them to stop opposite Jacobson ’ s Yard ” Our craft was evidently a very fast one,0.13,0.39
We shot past the long lines of loaded barges as though they were stationary,-0.15,0.325
Holmes smiled with satisfaction as we overhauled a river steamer and left her behind us,0.06666666666666665,0.3
“ We ought to be able to catch anything on the river ” he said,0.5,0.625
“ Well hardly that,-0.2916666666666667,0.5416666666666666
But there are not many launches to beat us ” “ We shall have to catch the Aurora and she has a name for being a clipper,-0.25,0.5
I will tell you how the land lies Watson,0.0,0.0
You recollect how annoyed I was at being balked by so small a thing ” “ Yes ” “ Well I gave my mind a thorough rest by plunging into a chemical analysis,-0.325,0.6000000000000001
One of our greatest statesmen has said that a change of work is the best rest,1.0,0.65
So it is,0.0,0.0
When I had succeeded in dissolving the hydrocarbon which I was at work at I came back to our problem of the Sholtos and thought the whole matter out again,0.1,0.2
My boys had been up the river and down the river without result,-0.15555555555555559,0.2888888888888889
The launch was not at any landing-stage or wharf nor had it returned,0.0,0.0
Yet it could hardly have been scuttled to hide their traces —though that always remained as a possible hypothesis if all else failed,-0.2638888888888889,0.6138888888888888
I knew this man Small had a certain degree of low cunning but I did not think him capable of anything in the nature of delicate finesse,-0.02261904761904762,0.5452380952380952
That is usually a product of higher education,0.0,0.375
I then reflected that since he had certainly been in London some time—as we had evidence that he maintained a continual watch over Pondicherry Lodge—he could hardly leave at a moment ’ s notice but would need some little time if it were only a day to arrange his affairs,-0.06622023809523811,0.6532738095238095
That was the balance of probability at any rate ” “ It seems to me to be a little weak ” said I,-0.28125,0.5625
“ It is more probable that he had arranged his affairs before ever he set out upon his expedition ” “ No I hardly think so,0.3229166666666667,0.5208333333333333
This lair of his would be too valuable a retreat in case of need for him to give it up until he was sure that he could do without it,0.5,0.8888888888888888
But a second consideration struck me,0.0,0.0
Jonathan Small must have felt that the peculiar appearance of his companion however much he may have top-coated him would give rise to gossip and possibly be associated with this Norwood tragedy,-0.016666666666666663,0.5333333333333333
He was quite sharp enough to see that,-0.0625,0.625
They had started from their head-quarters under cover of darkness and he would wish to get back before it was broad light,0.15416666666666667,0.33749999999999997
Now it was past three o ’ clock according to Mrs Smith when they got the boat,-0.25,0.25
It would be quite bright and people would be about in an hour or so,0.7000000000000001,0.7999999999999999
Therefore I argued they did not go very far,0.13,1.0
They paid Smith well to hold his tongue reserved his launch for the final escape and hurried to their lodgings with the treasure-box,0.0,1.0
In a couple of nights when they had time to see what view the papers took and whether there was any suspicion they would make their way under cover of darkness to some ship at Gravesend or in the Downs where no doubt they had already arranged for passages to America or the Colonies ” “ But the launch,0.0,0.0
They could not have taken that to their lodgings ” “ Quite so,0.0,0.0
I argued that the launch must be no great way off in spite of its invisibility,-0.4,0.75
I then put myself in the place of Small and looked at it as a man of his capacity would,-0.25,0.4
He would probably consider that to send back the launch or to keep it at a wharf would make pursuit easy if the police did happen to get on his track,0.21666666666666667,0.4166666666666667
How then could he conceal the launch and yet have her at hand when wanted,0.0,0.0
I wondered what I should do myself if I were in his shoes,0.0,0.0
I could only think of one way of doing it,0.0,1.0
I might land the launch over to some boat-builder or repairer with directions to make a trifling change in her,0.0,0.0
She would then be removed to his shed or yard and so be effectually concealed while at the same time I could have her at a few hours ’ notice ” “ That seems simple enough ” “ It is just these very simple things which are extremely liable to be overlooked,-0.05000000000000001,0.34107142857142864
However I determined to act on the idea,0.0,0.0
I started at once in this harmless seaman ’ s rig and inquired at all the yards down the river,-0.15555555555555559,0.2888888888888889
I drew blank at fifteen but at the sixteenth—Jacobson ’ s—I learned that the Aurora had been handed over to them two days ago by a wooden-legged man with some trivial directions as to her rudder,0.0,0.0
‘ There ain ’ t naught amiss with her rudder ’ said the foreman,0.0,0.0
‘ There she lies with the red streaks ’ At that moment who should come down but Mordecai Smith the missing owner,-0.11851851851851854,0.11296296296296297
He was rather the worse for liquor,-0.4,0.6
I should not of course have known him but he bellowed out his name and the name of his launch,0.0,0.0
‘ I want her to-night at eight o ’ clock ’ said he — ‘ eight o ’ clock sharp mind for I have two gentlemen who won ’ t be kept waiting ’ They had evidently paid him well for he was very flush of money chucking shillings about to the men,0.10833333333333334,0.43333333333333335
I followed him some distance but he subsided into an ale-house so I went back to the yard and happening to pick up one of my boys on the way I stationed him as a sentry over the launch,0.0,0.0
He is to stand at water ’ s edge and wave his handkerchief to us when they start,0.0,0.0
We shall be lying off in the stream and it will be a strange thing if we do not take men treasure and all ” “ You have planned it all very neatly whether they are the right men or not ” said Jones “ but if the affair were in my hands I should have had a body of police in Jacobson ’ s Yard and arrested them when they came down ” “ Which would have been never,0.07003968253968254,0.31865079365079363
This man Small is a pretty shrewd fellow,0.0,0.7
He would send a scout on ahead and if anything made him suspicious lie snug for another week ” “ But you might have stuck to Mordecai Smith and so been led to their hiding-place ” said I,0.0,0.0
“ In that case I should have wasted my day,-0.2,0.0
I think that it is a hundred to one against Smith knowing where they live,0.13636363636363635,0.5
As long as he has liquor and good pay why should he ask questions,0.32499999999999996,0.5
They send him messages what to do,0.0,0.0
No I thought over every possible course and this is the best ” While this conversation had been proceeding we had been shooting the long series of bridges which span the Thames,0.31666666666666665,0.5666666666666668
As we passed the City the last rays of the sun were gilding the cross upon the summit of St Paul ’ s,0.0,0.03333333333333333
It was twilight before we reached the Tower,0.0,0.0
“ That is Jacobson ’ s Yard ” said Holmes pointing to a bristle of masts and rigging on the Surrey side,0.0,0.0
“ Cruise gently up and down here under cover of this string of lighters ” He took a pair of night-glasses from his pocket and gazed some time at the shore,0.022222222222222213,0.5444444444444445
“ I see my sentry at his post ” he remarked “ but no sign of a handkerchief ” “ Suppose we go down-stream a short way and lie in wait for them ” said Jones eagerly,0.0,0.3
We were all eager by this time even the policemen and stokers who had a very vague idea of what was going forward,-0.65,0.65
“ We have no right to take anything for granted ” Holmes answered,-0.14285714285714285,0.5357142857142857
“ It is certainly ten to one that they go down-stream but we can not be certain,0.10714285714285714,0.2857142857142857
From this point we can see the entrance of the yard and they can hardly see us,-0.2916666666666667,0.5416666666666666
It will be a clear night and plenty of light,0.25,0.5416666666666666
We must stay where we are,0.0,0.0
See how the folk swarm over yonder in the gaslight ” “ They are coming from work in the yard ” “ Dirty-looking rascals but I suppose every one has some little immortal spark concealed about him,-0.1875,0.5
You would not think it to look at them,0.0,0.0
There is no a priori probability about it,0.0,0.0
A strange enigma is man ” “ Some one calls him a soul concealed in an animal ” I suggested,-0.0625,0.15
“ Winwood Reade is good upon the subject ” said Holmes,0.26666666666666666,0.4666666666666667
“ He remarks that while the individual man is an insoluble puzzle in the aggregate he becomes a mathematical certainty,0.0,0.2
You can for example never foretell what any one man will do but you can say with precision what an average number will be up to,-0.15,0.39999999999999997
Individuals vary but percentages remain constant,0.0,0.3333333333333333
So says the statistician,0.0,0.0
But do I see a handkerchief,0.0,0.0
Surely there is a white flutter over yonder ” “ Yes it is your boy ” I cried,0.25,0.4444444444444444
